name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Tab. clacido,Tab. Naprox,0.6729,0.5000,0.8458,
Tab. Menoral,Tab. Naprox,0.6729,0.5000,0.8458,
Tab. Normens,Tb. Torax,0.6729,0.5000,0.8458,
Microcef,Microgurt,0.6728,0.5556,0.7900,
Tab. Anth,Tab. Deap,0.6728,0.5556,0.7900,
Tab. Anth,Tab. Rupa,0.6728,0.5556,0.7900,
Tab Cordca,Tab. Normen,0.6727,0.5455,0.8000,
Tab. Amitip,Tab. Maxiwa,0.6727,0.5455,0.8000,
Tab. ANADOL,Tb. Mccol,0.6727,0.5455,0.8000,
Tab. Normen,Tb. Torax,0.6727,0.5455,0.8000,
aeropen,RUPIN,0.6726,0.4286,0.9167,
Anitip,N-Itepa,0.6726,0.4286,0.9167,
Bicozin,Kacin,0.6726,0.4286,0.9167,
Bilista,Losita,0.6726,0.4286,0.9167,
Caficid,fusid,0.6726,0.4286,0.9167,
Callin,Dekalin,0.6726,0.4286,0.9167,
Dominos,Monas,0.6726,0.4286,0.9167,
faropen,RUPIN,0.6726,0.4286,0.9167,
Feropen,RUPIN,0.6726,0.4286,0.9167,
Glicid,Ligazid,0.6726,0.4286,0.9167,
Luminus,Monas,0.6726,0.4286,0.9167,
Meropen,RUPIN,0.6726,0.4286,0.9167,
Neobion,Sanbin,0.6726,0.4286,0.9167,
ROlac,Trilock,0.6726,0.4286,0.9167,
Fexit,Fexolet M,0.6722,0.4444,0.9000,
Flexi,Flucloxin,0.6722,0.4444,0.9000,
Flucloxin,Flux,0.6722,0.4444,0.9000,
Flucloxin,Fylox,0.6722,0.4444,0.9000,
Tab. Arislovit-B,Tab. Neuro-B,0.6722,0.5000,0.8444,
Anfrocef,ansef,0.6722,0.5000,0.8444,
Cora DX,Coragu-D,0.6722,0.5000,0.8444,
coral,Coralex DX,0.6722,0.5000,0.8444,
coral rd,Corulcal-D,0.6722,0.5000,0.8444,
coral-dx,Coralcalry,0.6722,0.5000,0.8444,
Denoxidov,Doxiva,0.6722,0.4444,0.9000,
Fexofast,fixocard,0.6722,0.5000,0.8444,
lansomax,Linax,0.6722,0.5000,0.8444,
Microgcofi,Microsegt,0.6722,0.5000,0.8444,
Montinex,Montrlon,0.6722,0.5000,0.8444,
Tab. Anth,TAB. PENOULY,0.6722,0.5000,0.8444,
Tab. Beklo,Tab. Neobean,0.6722,0.5000,0.8444,
Tab. Calbo,Tab. Neobean,0.6722,0.5000,0.8444,
Tab. Calbo,Tab. Neuro-B,0.6722,0.5000,0.8444,
Tab. Neobean,TAB. PENOULY,0.6722,0.5000,0.8444,
Tab. Neuro-B,TAB. PENOULY,0.6722,0.5000,0.8444,
plaqriw plus,Telecordip plus,0.6720,0.5333,0.8107,
Naprosin Plus,plaqriw plus,0.6720,0.5385,0.8056,
Calboral Dx,Calcor-D,0.6720,0.5455,0.7985,
Calboral Dx,Kalcoral,0.6720,0.5455,0.7985,
halcorl,hallornl Dx,0.6720,0.5455,0.7985,
Rasiflep,Ravliflex,0.6714,0.6667,0.6762,
Tab. Amitip,Tab. Arislovit-B,0.6714,0.5000,0.8429,
Naprosin Plus,Tryptin Plus,0.6713,0.5385,0.8042,
Algin Plus,Naprosin Plus,0.6711,0.6154,0.7269,
Furotil Plus,Naprosin Plus,0.6711,0.6154,0.7269,
Feursilal,Furoclav,0.6711,0.5556,0.7867,
Profrauof,Proindof,0.6711,0.5556,0.7867,
Alcef,ALOS,0.6708,0.4000,0.9417,
Alcet,ALOS,0.6708,0.4000,0.9417,
Dexa,Texit,0.6708,0.4000,0.9417,
Drop,Trypt,0.6708,0.4000,0.9417,
Fexo,Fixal,0.6708,0.4000,0.9417,
Fixgut,fixocard,0.6708,0.3750,0.9667,
Rex,Roxim,0.6708,0.4000,0.9417,
xinc,Zinax,0.6708,0.4000,0.9417,
Tab. Deap,Tab. Epitra,0.6706,0.4545,0.8867,
Tab. Maxiwa,Tb. Mccol,0.6701,0.4545,0.8857,
Tab. Normen,Tab.Neuro,0.6701,0.4545,0.8857,
Acemox,Ambrox,0.6700,0.5000,0.8400,
deflaxen,Delanix,0.6700,0.5000,0.8400,
deflaxen,Delfxz,0.6700,0.5000,0.8400,
Fentizol,Frenxil,0.6700,0.5000,0.8400,
fexocon,Flexinor,0.6700,0.5000,0.8400,
Gerhinal,Gestirenol,0.6700,0.5000,0.8400,
lulrilax,Lwfilex,0.6700,0.5000,0.8400,
Napronex,Nenvopex,0.6700,0.5000,0.8400,
Pantonix,Pronex,0.6700,0.5000,0.8400,
Ace,Acemox,0.6700,0.5000,0.8400,
hici,Histacin,0.6700,0.5000,0.8400,
Meffo,mefhomof,0.6700,0.5000,0.8400,
Napa,Napa one,0.6700,0.5000,0.8400,
Napa,Naporx,0.6700,0.5000,0.8400,
Napa,Napxon,0.6700,0.5000,0.8400,
Ralee,relenten,0.6700,0.5000,0.8400,
Rivo,Rivotril,0.6700,0.5000,0.8400,
Temlonil,temo,0.6700,0.5000,0.8400,
Tory,Troxyf,0.6700,0.5000,0.8400,
Flamfix,Flexi,0.6698,0.4286,0.9111,
Flamfix,Flux,0.6698,0.4286,0.9111,
merrobe,meur,0.6698,0.4286,0.9111,
Ralee,Reelife,0.6698,0.4286,0.9111,
Reelife,Rolae,0.6698,0.4286,0.9111,
sckoria,Seko,0.6698,0.4286,0.9111,
Aropen,Meropenem,0.6694,0.5556,0.7833,
Beconal,metaconil,0.6694,0.5556,0.7833,
Cinamycin,t-mycin,0.6694,0.5556,0.7833,
Defcalivo,fevaliv,0.6694,0.5556,0.7833,
faropen,Meropenem,0.6694,0.5556,0.7833,
Feursilal,Purisal,0.6694,0.5556,0.7833,
Flamfix,Fleme max,0.6694,0.4444,0.8944,
Geotoenol,rectinol,0.6694,0.5556,0.7833,
Geotrenol,Retinol,0.6694,0.5556,0.7833,
Geston,Rephaston,0.6694,0.5556,0.7833,
Katomor,Lactomone,0.6694,0.5556,0.7833,
Kindial-D,Sindala,0.6694,0.5556,0.7833,
metaconil,Temlonil,0.6694,0.5556,0.7833,
Napa Extend,Napa Rapid,0.6690,0.5455,0.7926,
Maxigam E/D,Maxima,0.6689,0.4545,0.8833,
Feursilal,Frulae,0.6689,0.4444,0.8933,
Nexe-mups,Nexmig,0.6689,0.4444,0.8933,
Toradolin,Triptin,0.6689,0.4444,0.8933,
Toradolin,Tryptin,0.6689,0.4444,0.8933,
Itrahil,Itralul SB,0.6683,0.5000,0.8367,
Maxrin,Maxsulin R,0.6683,0.5000,0.8367,
Tab. Deap,Tab. Etorx,0.6683,0.5000,0.8367,
Tab. Etorx,Tab. Galoa,0.6683,0.5000,0.8367,
Tab. Etorx,Tab. Rupa,0.6683,0.5000,0.8367,
Tab. Normens,Tab. Rupa,0.6683,0.5000,0.8367,
Calcor-Dx,Calnor,0.6683,0.5556,0.7810,
Doximax,Toramax,0.6682,0.5714,0.7650,
cefotil plus,Medi Plus,0.6681,0.5833,0.7528,
Napa Extend,Napxon,0.6680,0.4545,0.8815,
Cafixim,Ceftadixime,0.6680,0.5455,0.7905,
Coralcal,Micoral gel,0.6680,0.5455,0.7905,
Montelukast,Telfast,0.6680,0.5455,0.7905,
Telecordip plus,Tryptin Plus,0.6679,0.4667,0.8692,
Apeelo,apuldon,0.6676,0.4286,0.9067,
criptin,CRP,0.6676,0.4286,0.9067,
Delfmz,Telfast,0.6676,0.4286,0.9067,
Delfroz,Telfast,0.6676,0.4286,0.9067,
Delfrz,Telfast,0.6676,0.4286,0.9067,
Dexa,Doxicap,0.6676,0.4286,0.9067,
Dexa,Doxycap,0.6676,0.4286,0.9067,
Dexcin,dexnaaf,0.6676,0.4286,0.9067,
Dexcin,Dexnaat,0.6676,0.4286,0.9067,
Dexcin,Dexnaof,0.6676,0.4286,0.9067,
Dexcin,Doxoven,0.6676,0.4286,0.9067,
Dexnaat,Dexter,0.6676,0.4286,0.9067,
dextac,Doxicap,0.6676,0.4286,0.9067,
dextac,Doxycap,0.6676,0.4286,0.9067,
Inderal,Indiver,0.6676,0.4286,0.9067,
Inderal,Indo,0.6676,0.4286,0.9067,
Inderal,Indover,0.6676,0.4286,0.9067,
Inderen,Indo,0.6676,0.4286,0.9067,
Indever,Indo,0.6676,0.4286,0.9067,
Indiver,Indo,0.6676,0.4286,0.9067,
Learxir,Lyric,0.6676,0.4286,0.9067,
Libidex,libott,0.6676,0.4286,0.9067,
Norim D,Normant,0.6676,0.4286,0.9067,
Norium,Normant,0.6676,0.4286,0.9067,
Revere,Rivarox,0.6676,0.4286,0.9067,
Rex,Rexlife,0.6676,0.4286,0.9067,
Toramax,trum-,0.6676,0.4286,0.9067,
Toramex,trum-,0.6676,0.4286,0.9067,
vigorex,wficore,0.6676,0.4286,0.9067,
Colistin,Glicid,0.6675,0.3750,0.9600,
Denoxidov,Dexnaof,0.6672,0.4444,0.8900,
Ceftriaxone,Cefuroximee,0.6670,0.4545,0.8794,
?icrogent,Coragen-D,0.6667,0.3333,1.0000,
A-fun,Afrin,0.6667,0.4000,0.9333,
acron,Garcon,0.6667,0.5000,0.8333,
acron,Secrin,0.6667,0.5000,0.8333,
Aislof max,Tesfro max,0.6667,0.5000,0.8333,
Alanol,flacol,0.6667,0.6667,0.6667,
Alatol,flacol,0.6667,0.6667,0.6667,
Alcet,Salost,0.6667,0.5000,0.8333,
alix,Flux,0.6667,0.5000,0.8333,
alix,Paloxi,0.6667,0.5000,0.8333,
Ancor,calcor,0.6667,0.6667,0.6667,
Anlin,Sanbin,0.6667,0.6667,0.6667,
Anlin,Sandin,0.6667,0.6667,0.6667,
Arlila,artica,0.6667,0.6667,0.6667,
Arlin,Gerlon,0.6667,0.5000,0.8333,
Arlin,Neurolin,0.6667,0.5000,0.8333,
Aropen,Atozen,0.6667,0.6667,0.6667,
Aropen,Bromen,0.6667,0.6667,0.6667,
Aropen,Profen,0.6667,0.6667,0.6667,
Avolac,Frulac,0.6667,0.5000,0.8333,
axon,gascon,0.6667,0.5000,0.8333,
Azinil,gasnil,0.6667,0.5000,0.8333,
Baemax,N-Max,0.6667,0.5000,0.8333,
Baemax,zimax,0.6667,0.5000,0.8333,
Baumax,N-Max,0.6667,0.5000,0.8333,
Baumax,zimax,0.6667,0.5000,0.8333,
bengel,Sergel,0.6667,0.6667,0.6667,
Bexitrol,Bextwfiluy,0.6667,0.4000,0.9333,
Bilax,Relaxo,0.6667,0.5000,0.8333,
Bilaxe,Linax,0.6667,0.5000,0.8333,
Bilaxe,Relaxo,0.6667,0.5000,0.8333,
Biloxe,dulox,0.6667,0.5000,0.8333,
Biloxe,Eylox,0.6667,0.5000,0.8333,
Biloxe,Fylox,0.6667,0.5000,0.8333,
Biloxe,Lelox,0.6667,0.5000,0.8333,
Biloxe,Paloxi,0.6667,0.5000,0.8333,
Biscor,Bislol,0.6667,0.6667,0.6667,
Biscor max,Tesfro max,0.6667,0.5000,0.8333,
Bislol,Histol,0.6667,0.6667,0.6667,
Bisoren,Ribosore,0.6667,0.5000,0.8333,
Brodil,Rostil,0.6667,0.5000,0.8333,
Brodil,Rudi,0.6667,0.5000,0.8333,
Brodin,Merdin,0.6667,0.5000,0.8333,
Brodin,Rudi,0.6667,0.5000,0.8333,
Bromen,Profen,0.6667,0.6667,0.6667,
Calbon,calcor,0.6667,0.6667,0.6667,
Cantilid,kindical D,0.6667,0.4000,0.9333,
cefazid,Cowficid,0.6667,0.5000,0.8333,
cefotil plus,windel plus,0.6667,0.5000,0.8333,
Cildip,Cridip,0.6667,0.6667,0.6667,
clarin,Secrin,0.6667,0.5000,0.8333,
Coraleal,Ralee,0.6667,0.5000,0.8333,
corox,Thyrox,0.6667,0.5000,0.8333,
Costan,Gestin,0.6667,0.5000,0.8333,
Costan,Geston,0.6667,0.5000,0.8333,
Costan,Rosetn,0.6667,0.5000,0.8333,
Cotson,Tosou,0.6667,0.5000,0.8333,
Cridip,Rudi,0.6667,0.5000,0.8333,
Deixil,Fixal,0.6667,0.5000,0.8333,
Devixi,Fenix,0.6667,0.5000,0.8333,
Devixi,Levox,0.6667,0.5000,0.8333,
Drexy,drise,0.6667,0.4000,0.9333,
dulox,Paloxi,0.6667,0.5000,0.8333,
E-vit,Efedio,0.6667,0.3333,1.0000,
E-vit,Efodio,0.6667,0.3333,1.0000,
esohil,Esotid,0.6667,0.6667,0.6667,
Esoral,etorac,0.6667,0.6667,0.6667,
Esotil,Rostil,0.6667,0.5000,0.8333,
etorac,Torex,0.6667,0.5000,0.8333,
etorac,Torix,0.6667,0.5000,0.8333,
etorac,Tory,0.6667,0.5000,0.8333,
Eylox,Paloxi,0.6667,0.5000,0.8333,
Famolack,gavilac,0.6667,0.5000,0.8333,
femotol,Metaomol,0.6667,0.5000,0.8333,
Fexit,Fremit,0.6667,0.6667,0.6667,
filmef,filnet,0.6667,0.6667,0.6667,
Filmet,Filwef,0.6667,0.6667,0.6667,
Filmet,Flamyd,0.6667,0.3333,1.0000,
filnet,Filwef,0.6667,0.6667,0.6667,
flacol,Velcal,0.6667,0.3333,1.0000,
Flamyd,Glymed,0.6667,0.5000,0.8333,
Flayd,Folita,0.6667,0.3333,1.0000,
Flexi,Paloxi,0.6667,0.5000,0.8333,
Fremit,Remmo,0.6667,0.5000,0.8333,
Frulac,Rolae,0.6667,0.5000,0.8333,
furonaaf,Gavinaaf,0.6667,0.5000,0.8333,
Furotil Plus,windel plus,0.6667,0.5000,0.8333,
Fylox,Paloxi,0.6667,0.5000,0.8333,
Garcon,Gerfon,0.6667,0.6667,0.6667,
Garcon,Gerlon,0.6667,0.6667,0.6667,
Garcon,Vergon,0.6667,0.5000,0.8333,
Garcon,verqon,0.6667,0.5000,0.8333,
gascon,Geslon,0.6667,0.6667,0.6667,
gascon,Geston,0.6667,0.6667,0.6667,
Gerfon,Geslon,0.6667,0.6667,0.6667,
Gerfon,Geston,0.6667,0.6667,0.6667,
Gerfon,Mervan,0.6667,0.5000,0.8333,
Gerfon,Vergon,0.6667,0.6667,0.6667,
Gerfon,verqon,0.6667,0.6667,0.6667,
Gerlon,Geston,0.6667,0.6667,0.6667,
Gerlon,Neurolin,0.6667,0.5000,0.8333,
Gerlon,Vergon,0.6667,0.6667,0.6667,
Gerlon,verqon,0.6667,0.6667,0.6667,
Glasin,Lasix,0.6667,0.6667,0.6667,
glinta,Lindac,0.6667,0.5000,0.8333,
hansol,Norsol,0.6667,0.5000,0.8333,
hansol,ponsal,0.6667,0.5000,0.8333,
Histal,Rostil,0.6667,0.5000,0.8333,
Histol,Rostil,0.6667,0.5000,0.8333,
Iracet,Neurocet,0.6667,0.5000,0.8333,
Iracet,uriset,0.6667,0.5000,0.8333,
Itogut,progut,0.6667,0.6667,0.6667,
Itogut,toxit,0.6667,0.5000,0.8333,
lanolin,Neurolin,0.6667,0.5000,0.8333,
Lelox,Paloxi,0.6667,0.5000,0.8333,
Lelox,Relaxo,0.6667,0.5000,0.8333,
Levox,Neuvoxew,0.6667,0.5000,0.8333,
linax plus,plaqriw plus,0.6667,0.5000,0.8333,
linux plus,plaqriw plus,0.6667,0.5000,0.8333,
M-Kast,Mixit,0.6667,0.3333,1.0000,
Maxima,Roxim,0.6667,0.5000,0.8333,
Metro,Mitpr,0.6667,0.4000,0.9333,
Nalbun,Sanbin,0.6667,0.5000,0.8333,
Neurocet,Revocit,0.6667,0.5000,0.8333,
Neurocet,uriset,0.6667,0.5000,0.8333,
Neurolin,Pirulin,0.6667,0.5000,0.8333,
Neuvoxew,Tevox,0.6667,0.5000,0.8333,
Norsol,ponsal,0.6667,0.5000,0.8333,
Orofer,Profen,0.6667,0.6667,0.6667,
Paloxi,Valex,0.6667,0.5000,0.8333,
Phenocid,Revocit,0.6667,0.5000,0.8333,
premac,Remmo,0.6667,0.5000,0.8333,
Profen,rofnp,0.6667,0.5000,0.8333,
Profenid Gel,Profinex,0.6667,0.5000,0.8333,
Proliv,Roclav,0.6667,0.5000,0.8333,
Proliv,Rolae,0.6667,0.5000,0.8333,
Reset,Rozita,0.6667,0.3333,1.0000,
Revert,revesf,0.6667,0.6667,0.6667,
Rosetn,uriset,0.6667,0.5000,0.8333,
Tab. clacido,Tb. Calboral-D,0.6667,0.4286,0.9048,
Tab. Naprox,Tab. Neobean,0.6667,0.5000,0.8333,
Tab. Neobean,Tb. N- Max,0.6667,0.5000,0.8333,
Thyrox,Torax,0.6667,0.5000,0.8333,
Thyrox,Torex,0.6667,0.5000,0.8333,
Thyrox,Torix,0.6667,0.5000,0.8333,
Torat,Trypt,0.6667,0.4000,0.9333,
Algin Plus,plaqriw plus,0.6667,0.5833,0.7500,
Cheort-Dx,Cora DX,0.6667,0.5556,0.7778,
Cheort-Dx,coral-dx,0.6667,0.5556,0.7778,
Dophyllinc,Volinac,0.6667,0.4000,0.9333,
Emprelina,Pirulin,0.6667,0.4444,0.8889,
Mitpr,Zymat Pro,0.6667,0.4444,0.8889,
Mitpr,Zymet Pro,0.6667,0.4444,0.8889,
flemex,Flenex Dew,0.6662,0.5000,0.8324,
Prnzofress,prosesf,0.6662,0.5000,0.8324,
algecal,amdocal,0.6657,0.5714,0.7600,
Delfmz,Desfviz,0.6657,0.5714,0.7600,
Delfnj,Deslong,0.6657,0.5714,0.7600,
Delfraf,Detfacf,0.6657,0.5714,0.7600,
Delfroz,Desfviz,0.6657,0.5714,0.7600,
Delfrz,Desfviz,0.6657,0.5714,0.7600,
Deslong,Dexlor,0.6657,0.5714,0.7600,
f lubre,Flubex,0.6657,0.5714,0.7600,
Libidex,Lwfilex,0.6657,0.5714,0.7600,
Melpred,Mexpro,0.6657,0.5714,0.7600,
Timptin,Tryptim,0.6657,0.5714,0.7600,
Tmiptin,Tryptim,0.6657,0.5714,0.7600,
Caficid,Comlricid,0.6653,0.5556,0.7750,
gaviflux,K-flex,0.6653,0.3750,0.9556,
Paracetamol,Prestel,0.6652,0.3636,0.9667,
flemex,Tab. Flamex,0.6648,0.4545,0.8750,
Finix,Frenxil,0.6643,0.4286,0.9000,
Finix,Frenxit,0.6643,0.4286,0.9000,
Fixal,Frenxil,0.6643,0.4286,0.9000,
Lelox,lnfilax,0.6643,0.4286,0.9000,
Cetinol forte,Rotinaf fote,0.6642,0.6154,0.7131,
Alect,Allyglot,0.6642,0.3750,0.9533,
filmef,Flemorif,0.6642,0.3750,0.9533,
Liprolin,Lopiren,0.6642,0.3750,0.9533,
clindamycin,Vancomycin,0.6640,0.5455,0.7825,
Mecor,Microgurt,0.6639,0.4444,0.8833,
Nexe,Nexe-mups,0.6639,0.4444,0.8833,
Terbia,turboclav,0.6639,0.4444,0.8833,
Zymat Pro,Zymet,0.6639,0.4444,0.8833,
Calboral D,coral cal d,0.6638,0.5455,0.7821,
linux plus,Lumana plus,0.6638,0.5455,0.7821,
Tab. ANADOL,Tab. Naprox,0.6634,0.6364,0.6905,
Tab. Flamex,Tab. Normen,0.6634,0.6364,0.6905,
albutein,Algin,0.6633,0.5000,0.8267,
albutein,Alrin,0.6633,0.5000,0.8267,
Alcet,Algend,0.6633,0.5000,0.8267,
Alect,Algend,0.6633,0.5000,0.8267,
Alfane,Algend,0.6633,0.5000,0.8267,
Algend,Alrin,0.6633,0.5000,0.8267,
Anitip,Anstouit,0.6633,0.5000,0.8267,
Cafixim,Cowficid,0.6633,0.5000,0.8267,
Calamine,clexane,0.6633,0.5000,0.8267,
Calcor-D,Clopid,0.6633,0.5000,0.8267,
Calnor,Kalcoral,0.6633,0.5000,0.8267,
cefazid,Cefixime,0.6633,0.5000,0.8267,
clarin,Colistin,0.6633,0.5000,0.8267,
Coragu-D,Coralcal,0.6633,0.5000,0.8267,
Delcalen,Delfian,0.6633,0.5000,0.8267,
Delfian,Telmivas,0.6633,0.5000,0.8267,
Emazid,Emjard,0.6633,0.5000,0.8267,
Emetid,Emjard,0.6633,0.5000,0.8267,
fenisen,Fentizol,0.6633,0.5000,0.8267,
Fenix,Fentizol,0.6633,0.5000,0.8267,
Fensiv,Fentizol,0.6633,0.5000,0.8267,
filmef,vildamet,0.6633,0.5000,0.8267,
filnet,vildamet,0.6633,0.5000,0.8267,
Filwef,vildamef,0.6633,0.5000,0.8267,
Flubex,Flugat,0.6633,0.5000,0.8267,
Furoclav,Furotil,0.6633,0.5000,0.8267,
Gavinaaf,Gavitfep,0.6633,0.5000,0.8267,
Gerfon,Gerhinal,0.6633,0.5000,0.8267,
Gerhinal,Gerlon,0.6633,0.5000,0.8267,
Glysup,Glyxan,0.6633,0.5000,0.8267,
K-flam,Kefuclav,0.6633,0.5000,0.8267,
Limbix,Limtab,0.6633,0.5000,0.8267,
Lipicon,Liprolin,0.6633,0.5000,0.8267,
myosit,myotax,0.6633,0.5000,0.8267,
Nalbun,nalepsin,0.6633,0.5000,0.8267,
Napa one,Napryn,0.6633,0.5000,0.8267,
Naporx,Neptor,0.6633,0.5000,0.8267,
Napryn,Nopxon,0.6633,0.5000,0.8267,
Nervion,Neuroxen,0.6633,0.5000,0.8267,
Norestin,Nortum,0.6633,0.5000,0.8267,
normanal,Norsol,0.6633,0.5000,0.8267,
Precabil,premac,0.6633,0.5000,0.8267,
Priten,Pronex,0.6633,0.5000,0.8267,
Priten,propenta,0.6633,0.5000,0.8267,
progut,prolix,0.6633,0.5000,0.8267,
progut,Pronex,0.6633,0.5000,0.8267,
progut,propenta,0.6633,0.5000,0.8267,
propenta,protein,0.6633,0.5000,0.8267,
Raditril,ratinol,0.6633,0.5000,0.8267,
Raditril,ratnol,0.6633,0.5000,0.8267,
Ralripus,Relvis,0.6633,0.5000,0.8267,
relentus,Relvis,0.6633,0.5000,0.8267,
Revocit,Rivotril,0.6633,0.5000,0.8267,
t-mycin,Tomdolin,0.6633,0.5000,0.8267,
Termitan,Trizon,0.6633,0.5000,0.8267,
Trizon,trodolin,0.6633,0.5000,0.8267,
Velcal,voltalin,0.6633,0.5000,0.8267,
Dexila,Terxilla-SR,0.6630,0.4545,0.8714,
m-lucas,Montelukast,0.6630,0.4545,0.8714,
Tab. ANADOL,Tb. Altaxc,0.6630,0.4545,0.8714,
Comprid,Ecosprin,0.6625,0.6250,0.7000,
Delfrz,Telfro max,0.6625,0.4000,0.9250,
Fexofast,Telfast,0.6625,0.6250,0.7000,
hutilax,lulrilax,0.6625,0.6250,0.7000,
prelics CR,prolix,0.6625,0.4000,0.9250,
A-fun,Anfuye,0.6625,0.5000,0.8250,
Anfrocef,Anfuye,0.6625,0.5000,0.8250,
Bex,Bilax,0.6625,0.4000,0.9250,
Calbon,Calborul-D,0.6625,0.5000,0.8250,
calcor,Coralcalry,0.6625,0.5000,0.8250,
Cefrid,Cefuroxime,0.6625,0.5000,0.8250,
corox,coxe,0.6625,0.4000,0.9250,
deflaxen,Dekalin,0.6625,0.5000,0.8250,
deflaxen,Delfian,0.6625,0.5000,0.8250,
Deixl,Delfxz,0.6625,0.5000,0.8250,
Deixl,Dezlo,0.6625,0.4000,0.9250,
Dexa,Dimex,0.6625,0.4000,0.9250,
Dexfacar,Dexila,0.6625,0.5000,0.8250,
Fenix,Fexo,0.6625,0.4000,0.9250,
Feryx,Fexo,0.6625,0.4000,0.9250,
Fexit,fusid,0.6625,0.4000,0.9250,
Fexo,Fylox,0.6625,0.4000,0.9250,
Fixal,fixocard,0.6625,0.5000,0.8250,
Fixal,visel,0.6625,0.4000,0.9250,
Montair,Montinex,0.6625,0.5000,0.8250,
Nexc,Nexcital,0.6625,0.5000,0.8250,
Tab. Etorx,Tab. Normens,0.6625,0.5000,0.8250,
Tazid,Texit,0.6625,0.4000,0.9250,
Tazid,toxit,0.6625,0.4000,0.9250,
v-cal-,Velcal,0.6625,0.5000,0.8250,
zimax,Zox,0.6625,0.4000,0.9250,
Zinax,Zox,0.6625,0.4000,0.9250,
Naprox plus,plaqriw plus,0.6624,0.5833,0.7414,
Geotrenol,Gerhinal,0.6622,0.4444,0.8800,
magni,metaconil,0.6622,0.4444,0.8800,
Naprox plus,Tab. Naprosyn Plus,0.6620,0.5556,0.7685,
Calboral D,Kallonl Dx,0.6619,0.5000,0.8238,
Calcor-Dx,Kallonl Dx,0.6619,0.5000,0.8238,
cap. Maxpro,Cap.Fusprazo,0.6619,0.5000,0.8238,
Cor algen-D,Corulcal-D,0.6616,0.5455,0.7778,
Flemex Plus,Naprox plus,0.6616,0.5455,0.7778,
Tab. Amitip,Tb. Anginta,0.6612,0.4545,0.8679,
A-Flux,radiflex,0.6611,0.5000,0.8222,
A-Flux,Rasiflex,0.6611,0.5000,0.8222,
bactrocin,Caprodycin,0.6611,0.5000,0.8222,
Bexitrol,Dextal,0.6611,0.5000,0.8222,
Cafixim,Cefuroxime,0.6611,0.5000,0.8222,
Cefaxine,deflaxen,0.6611,0.5000,0.8222,
celebrex,Flubex,0.6611,0.5000,0.8222,
ciprox,Napronex,0.6611,0.5000,0.8222,
ciprox,Naproxen,0.6611,0.5000,0.8222,
Comprid,Scluprud,0.6611,0.5000,0.8222,
coral-dx,Duralax,0.6611,0.5000,0.8222,
Esmax,lansomax,0.6611,0.5000,0.8222,
esomix,lansomax,0.6611,0.5000,0.8222,
gaviflux,Wiflex,0.6611,0.5000,0.8222,
Gestirenol,Lestarin,0.6611,0.5000,0.8222,
Gintex,Montinex,0.6611,0.5000,0.8222,
hutilax,ketoflax,0.6611,0.5000,0.8222,
Hydronix,Pronex,0.6611,0.5000,0.8222,
K-flex,radiflex,0.6611,0.5000,0.8222,
K-flex,Rasiflex,0.6611,0.5000,0.8222,
K-flex,Rodiflex,0.6611,0.5000,0.8222,
ketoflax,latilax,0.6611,0.5000,0.8222,
ketoflax,lutilax,0.6611,0.5000,0.8222,
latilax,radiflex,0.6611,0.5000,0.8222,
Lwfilex,radiflex,0.6611,0.5000,0.8222,
Lwfilex,Rasiflex,0.6611,0.5000,0.8222,
Lwfilex,Rodiflex,0.6611,0.5000,0.8222,
Melpred,Scluprud,0.6611,0.5000,0.8222,
Merincal-D,Onacal-D,0.6611,0.5000,0.8222,
Napronex,Pantonix,0.6611,0.5000,0.8222,
Napronex,prolix,0.6611,0.5000,0.8222,
Profinex,Rofixim,0.6611,0.5000,0.8222,
Trerox,Ultrox,0.6611,0.5000,0.8222,
Ace,Ace XR,0.6611,0.5000,0.8222,
Alc,ALOS,0.6611,0.5000,0.8222,
Alcef,Ocef,0.6611,0.6000,0.7222,
Alcef,T-Cef,0.6611,0.6000,0.7222,
Ambrox,Amlrocaf,0.6611,0.5000,0.8222,
Amlip,Rolip,0.6611,0.6000,0.7222,
Ancor,lecor,0.6611,0.6000,0.7222,
Ancor,Mecor,0.6611,0.6000,0.7222,
Anset,Reset,0.6611,0.6000,0.7222,
Anset,viset,0.6611,0.6000,0.7222,
Arlin,Xylin,0.6611,0.6000,0.7222,
atlin,Xylin,0.6611,0.6000,0.7222,
Bilau,Bilfastl,0.6611,0.5000,0.8222,
Ceevit,Cefim,0.6611,0.5000,0.8222,
Coralcalry,Coralex DX,0.6611,0.5000,0.8222,
Doximax,Texfro max,0.6611,0.4000,0.9222,
dulox,nuloc,0.6611,0.6000,0.7222,
Fluma,Folita,0.6611,0.5000,0.8222,
Keto,ketoflax,0.6611,0.5000,0.8222,
lansomax,lnfilax,0.6611,0.5000,0.8222,
Maxirra,Maxuline-R,0.6611,0.4000,0.9222,
Mitpr,Nitr,0.6611,0.6000,0.7222,
Ocef,osec,0.6611,0.5000,0.8222,
Pantonix,Pauion,0.6611,0.5000,0.8222,
renal,Renova,0.6611,0.5000,0.8222,
Rosuva,Rozita,0.6611,0.5000,0.8222,
roswva,Rozita,0.6611,0.5000,0.8222,
Tab. ANADOL,Tab. Neuro-B,0.6611,0.5000,0.8222,
Tab. Anth,Tab. Menoral,0.6611,0.5000,0.8222,
